"���""url""",org_name,intervention_sector,location,allocated_amount,first-year-of-funding,description,activities,contact_name,street address,street_address_2,city_province,postal_code,telephone,fax,email,email_link,org_web,org_web_link
http://www.centraide-mtl.org/en/agencies/bouffe-action-de-rosemont/,Bouffe-Action de Rosemont,Food security,Rosemont,"$142,100 ",1994,Combat malnutrition in the Rosemont district by promoting a healthy and economical diet and encouraging disadvantaged residents to get involved in the agency�۪s food security activities.,"Collective kitchens, cooking courses, domestic preserves, collective gardens, nutrition workshops for mothers of infants and expectant mothers, thrift store, parent-children activities, day camps, talks for expectant mothers.",Magdalena Schweiger,"5350, rue Lafond, bureau R.115",Montr̩al QC,H1X 2X2,,Tel : 514 523-2460,Fax : 514 524-9813,info@bouffe-action.org,mailto:info@bouffe-action.org,http://www.bouffe-action.org,http://www.bouffe-action.org/
http://www.centraide-mtl.org/en/agencies/boys-and-girls-club-of-lasalle/,Boys and Girls Club of LaSalle,Youth,LaSalle,"$168,490 ",1984,"Create an environment for children and teenagers aged 3 to 18 that is conducive to the development of desirable personal qualities (self-esteem, leadership, a sense of responsibility) and a community spirit, by providing them with significant role models and focussing on enhancing their potential.","Summer day camp, special activities for days with no classes/ semester breaks, school dropout prevention, prevention of violence, afterschool activities, sports and recreation, drop-in centre, Internet access, thematic workshops.",Mark Branch,"8600, rue Hardy",LaSalle QC,H8N 2P5,,Tel : 514 364-4661,Fax : 514 364-3907,info@bgclasalle.com,mailto:info@bgclasalle.com,http://www.bgclasalle.com,http://www.bgclasalle.com/
http://www.centraide-mtl.org/en/agencies/bureau-daide-et-dassistance-familiale-place-saint-martin/,Bureau d'aide et d'assistance familiale Place Saint-Martin,Families,Chomedey,"$92,400 ",1982,"Help young people, single-parent families and disadvantaged families in Place Saint-Martin and surrounding areas.","Listening, information and referral, guidance, family activities, young parent support, collective kitchens, drop-in respite, preschool workshops.",Jos̩e Lepage,"1856, avenue Dumouchel",Bureau 101,Laval QC,H7S 1J8,Tel : 450 681-9979,Fax : 450 681-2835,baaf@videotron.ca,mailto:baaf@videotron.ca,http://www.baaf-psm.org,http://www.baaf-psm.org/
http://www.centraide-mtl.org/en/agencies/bureau-de-consultation-jeunesse-le-bcj-head-office/,Bureau de consultation jeunesse (Le) (BCJ),Youth,Verdun,"$366,986 ",1970,"Help troubled young people aged 14-25 to overcome their problems to prevent contact with the legal system, to become self-reliant, and to improve their quality of life and prospects through community action and public education.","Street, community and school corridor work, interventions with young parents, support for the individual and collective empowerment of youth, support for the agency�۪s associational life.",Marie Leclerc,Case postale 97554,Verdun QC,H4G 3M6,,Tel : 514 274-9887,Fax : 514 271-3370,infobcj@gmail.com,mailto:infobcj@gmail.com,http://www.bcj14-25.org,http://www.bcj14-25.org/
http://www.centraide-mtl.org/en/agencies/bureau-de-la-communaute-haitienne-de-montreal/,Bureau de la communaut̩ ha��tienne de Montr̩al,Refugees and newcomers,La Petite-Patrie,"$102,900 ",2007,Work with vulnerable families from ethnocultural communities in the centre of the Island of Montreal to help them overcome isolation and poverty by promoting their social success.,"Welcome, referrals, assistance and individual follow-up, support for parents, school mediation and intervention service, educational services, network of mutual help and support, support for single mothers, family and community kitchen, family outings, day centre for seniors.",Ruth Pierre-Paul,"6970, rue Marquette",Montr̩al QC,H2E 2C7,,Tel : 514 725-9508,Fax : 514 725-9830,info@bchm.ca,mailto:info@bchm.ca,http://www.bchm.ca,http://www.bchm.ca/
http://www.centraide-mtl.org/en/agencies/business-volunteers/,Business Volunteers,Support for community action,Centre-ville,"$49,000 ",2006,"Match volunteers from the business world (law, accounting, finance, human resources, communications, marketing, etc.) free of charge with nonprofit agencies that need managerial or operational assistance in one of the following three areas: filling a position on their board of directors, obtaining coaching and advice, or creating a multidisciplinary committee.","Welcoming volunteers, receiving and distributing requests for volunteers from non-profit agencies, matching volunteers with agencies based on the expertise of the former and the field of intervention and needs of the latter.",Genevi̬ve Fortier,"2075, boul. Robert-Bourassa, bureau 500",Montr̩al QC,H3A 2L1,,Tel : 514 395-6011,,info@benevolesdaffaires.org,mailto:info@benevolesdaffaires.org,http://www.benevolesdaffaires.org,http://www.benevolesdaffaires.org/
http://www.centraide-mtl.org/en/agencies/cafeteria-communautaire-multi-caf-la/,Caf̩t̩ria communautaire Multi Caf (La),Food security,C̫te-des-Neiges,"$149,200 ",1987,"Increase the food security of disadvantaged C̫te-des-Neiges residents while bringing them out of their isolation, encouraging them to become involved in their community, and helping them to take charge of their lives.","Information and referral, community meals, emergency food assistance, meals-on-wheels, distribution of infant formula, thrift store (Magasin-Partage), newsletter, educational and recreational activities (workshops, outings).",Jean-S̩bastien Patrice,"3600, avenue Barclay, bureau 320",Montreal QC,H3S 1K5,,Tel : 514 733-0554,Fax : 514 733-2760,info@multicaf.org,mailto:info@multicaf.org,http://www.multicaf.org,http://www.multicaf.org/
http://www.centraide-mtl.org/en/agencies/camp-amy-molson/,Camp Amy Molson,Camps,Notre-Dame-de-Gr̢ce,"$196,980 ",1975,"Offer healthy, fun and educational outdoor activities for girls and boys aged 5 to 13 who come from disadvantaged families in Greater Montreal, paying particular attention to those with emotional or physical problems.","Accommodation and meals, outdoor, sporting, cultural and recreational activities.",Shauna Joyce,"5165, rue Sherbrooke Ouest",Bureau 210,Montreal QC,H4A 1T6,Tel : 514 484-9919,Fax : 514 484-1070,office@campamymolson.com,mailto:office@campamymolson.com,http://www.campamymolson.com,http://www.campamymolson.com/
http://www.centraide-mtl.org/en/agencies/camp-bnai-brith/,Camp B'Nai Brith,Camps,C̫te-des-Neiges,"$147,000 ",2005,"Provide a summer vacation site mainly to vulnerable youth and also to isolated seniors, new immigrants and refugees, low-income individuals, and people with special needs (persons with physical or intellectual disabilities or a mental illness).","Accommodation and meals, outdoor, sporting, cultural and recreational activities.",Joshua Ian Pepin,"5151, rue de la C̫te-Sainte-Catherine",Bureau 232,Montreal QC,H3W 1M6,Tel : 514 735-3669,Fax : 514 735-8197,info@cbbmtl.org,mailto:info@cbbmtl.org,http://www.cbbmtl.org,http://www.cbbmtl.org/
http://www.centraide-mtl.org/en/agencies/camp-familial-saint-urbain/,Camp familial Saint-Urbain,Camps,Outside Centraide's territory,"$97,905 ",1975,Provide low-income families and individuals as well as persons with disabilities from different cultural backgrounds with an accessible vacation spot in order to enhance family life and promote harmonious intercultural relations.,"Accommodation and meals, outdoor, sporting, cultural and recreational activities.",David Paradis-Lapointe,"1651, chemin de Chertsey",Chertsey QC,J0K 3K0,,Tel : 1 888 882-4719/450 882-4719,,info@campfamilial.org,mailto:info@campfamilial.org,http://www.campfamilial.org,http://www.campfamilial.org/
http://www.centraide-mtl.org/en/agencies/camp-saint-donat/,Camp Saint-Donat,Camps,Centre-ville,"$215,670 ",1967,"Provide children aged 6 to 16 who come from a disadvantaged Greater Montreal neighbourhood, or have a mild physical or mental handicap, with an outdoor summer camp experience while building their self-esteem, promoting their social integration and helping them to develop good personal habits.","Accommodation and meals, outdoor, sporting, cultural and recreational activities.",R̩jean Roy,Case postale 328,Repentigny QC,J6A 7C6,,Tel : 450 582-0553,Fax : 450 654-9303,campstdonat@bellnet.ca,mailto:campstdonat@bellnet.ca,http://www.campstdonat.ca,http://www.campstdonat.ca/
http://www.centraide-mtl.org/en/agencies/canadian-mental-health-association-montreal-branch/,Canadian Mental Health Association - Montr̩al Branch,Mental health,Le Plateau Mont-Royal,"$154,900 ",1979,"Promote mental health, prevent mental illness, help to improve mental health services in the community, encourage concerted action and partnerships among groups concerned with mental health, and contribute to the development and improvement of social policies relating to mental health.","Information and referral, youth prevention campaign, support for shelter and housing issues, ���Vieillir en bonne sant̩ mentale�۝ (healthy mental aging) program, ���Travail et sant̩ mentale�۝ (work and mental health) program, intercultural relations program, housing support, presentations and seminars, directory of mental health resources, newsletter.",Diane Vinet,"55, avenue Mont-Royal Ouest, bureau 605",Montr̩al QC,H2T 2S6,,Tel : 514 521-4993,Fax : 514 521-3270,acsmmtl@cooptel.qc.ca,mailto:acsmmtl@cooptel.qc.ca,http://www.acsmmontreal.qc.ca,http://www.acsmmontreal.qc.ca/
http://www.centraide-mtl.org/en/agencies/cari-st-laurent-centre-daccueil-et-de-reference-sociale-et-economique-pour-immigrants/,CARI St-Laurent (Centre d'accueil et de r̩f̩rence sociale et ̩conomique pour immigrants),Refugees and newcomers,Saint-Laurent,"$247,850 ",1994,"Facilitate the personal, social and employment integration of immigrants and intervene at all stages of their settlement while adapting services to their needs and to the realities of Quebec society.","Welcoming, information and referral, continuing education (crafts, sewing and computer workshops, information sessions on Quebec society, lectures on various topics), French-language courses, job readiness development, intercultural pairing, affordable housing search, collective international kitchens, summer camps, respite centre, women�۪s committee, family and cultural outings, enhancement of the parental role.",Aicha Guendafa,"774, boul. D̩carie",Bureau 300,Saint-Laurent QC,H4L 3L5,Tel : 514 748-2007,Fax : 514 748-2766,carist@cari.qc.ca,mailto:carist@cari.qc.ca,http://www.cari.qc.ca,http://www.cari.qc.ca/
http://www.centraide-mtl.org/en/agencies/carrefour-communautaire-de-rosemont-lentre-gens/,Carrefour communautaire de Rosemont l'Entre-Gens,Neighbourhood life,Rosemont,"$203,900 ",1950,"Improve the quality of life of the residents of Rosemont and adjacent neighbourhoods, particularly for parents of children from 0 to 5 years, youth from 5 to 17 years, and adults from 18 to 35 years who are unemployed by creating a living environment that promotes mutual aid.","Parental respite, buying groups, thematic workshops, individual follow-up, Rosemont toy lending library (Joujouth̬que de Rosemont), family camp, bimonthly newsletter, job bank for young people (18-35 years), community meals, temporary supervised shelter, sociocultural and leisure activities (13-17 years), activities to promote academic perseverance, homework assistance, transitional shelter for youth at risk of homelessness.",Antonin Favron,"5675, rue Lafond",Montr̩al QC,H1X 2X6,,Tel : 514 722-1851,Fax : 514 722-7384,accueil@ccreg.org,mailto:accueil@ccreg.org,http://www.ccreg.org,http://www.ccreg.org/
http://www.centraide-mtl.org/en/agencies/carrefour-communautaire-montrose/,Carrefour communautaire Montrose,Seniors,Rosemont,"$62,700 ",2004,"Improve the quality of life of seniors in the Rosemont district, mainly those living alone or on a low-income, by helping them to remain independent and actively involved in their community.","Home care, support, friendship visits, community and intergenerational activities with neighbourhood schools, collective kitchens, volunteer involvement, training, networking and empowerment activities.",Jacques Brosseau,"5350, rue Lafond",Bureau R-170,Montr̩al QC,H1X 2X2,Tel : 514 521-7757,Fax : 514 524-9813,administration@carrefourmontrose.org,mailto:administration@carrefourmontrose.org,http://www.carrefourmontrose.org,http://www.carrefourmontrose.org/
http://www.centraide-mtl.org/en/agencies/carrefour-daide-aux-nouveaux-arrivants-cana/,Carrefour d'aide aux nouveaux arrivants (CANA),Refugees and newcomers,Ahuntsic,"$187,100 ",1998,Facilitate the social integration of new immigrants of all origins in the Ahuntsic district by bringing them out of their isolation and establishing egalitarian relationships with them based on trust and solidarity.,"Information and referral, affordable housing search, French courses, integration services and activities.",Hamsa Assi,"10780, rue Laverdure",Montr̩al QC,H3L 2L9,,Tel : 514 382-0735,Fax : 514 382-5232,infocana@cana-montreal.org,mailto:infocana@cana-montreal.org,http://www.cana-montreal.org,http://www.cana-montreal.org/
http://www.centraide-mtl.org/en/agencies/carrefour-deducation-populaire-de-pointe-saint-charles/,Carrefour d'̩ducation populaire de Pointe-Saint-Charles,Neighbourhood life,Pointe-Saint-Charles,"$143,100 ",1994,Improve the quality of life and promote the individual and collective empowerment of the disadvantaged population of Pointe-Saint-Charles.,"Continuing education, literacy courses, craft and computer workshops, drop-in centre, integration activities for people with intellectual disabilities, individual and group follow-up, social animation and participatory activities, volunteer involvement.",Nicolas Delisle-L'Heureux,"2356, rue Centre",Montr̩al QC,H3K 1J7,,Tel : 514 596-4444,Fax : 514 596-4443,carrefour.anim@csdm.qc.ca,mailto:carrefour.anim@csdm.qc.ca,http://www.carrefourpop.org,http://www.carrefourpop.org/
http://www.centraide-mtl.org/en/agencies/carrefour-dentraide-lachine/,Carrefour d'Entraide Lachine,Food security,Lachine,"$124,155 ",1975,"Promote the food security of the disadvantaged residents of Lachine, LaSalle and Ville Saint-Pierre in order to improve their quality of life.","Information and referral, individual follow-up, food and clothing assistance, emergency kitchens, collective kitchens, community store (used clothing and furniture), continuing education (computer and crafts), coffee klatches, literacy courses, income tax clinic.",Guylaine Paquin,"1176, rue Provost",Lachine QC,H8S 1N5,,Tel : 514 634-3686,Fax : 514 634-2554,mecote@carrefourdentraide.org,mailto:mecote@carrefourdentraide.org,http://www.carrefourdentraide.org,http://www.carrefourdentraide.org/
http://www.centraide-mtl.org/en/agencies/carrefour-de-ressources-en-interculturel-cric/,Carrefour de Ressources en Interculturel (CRIC),Refugees and newcomers,Centre-Sud,"$129,300 ",2000,"Bring together and develop intercultural resources, with and for community agencies and residents of the Centre-Sud borough, to improve intercultural connections between all neighbourhood communities.","Information and referral, training, support and accompaniment, discussion and reflection meetings, coordination of intercultural projects with the community and schools.",Veronica Islas,"1851, rue Dufresne, bureau 1",Montr̩al QC,H2K 3K4,,Tel : 514 525-2778,Fax : 514 525-7067,coordo@criccentresud.org,mailto:coordo@criccentresud.org,http://www.criccentresud.org,http://www.criccentresud.org/
http://www.centraide-mtl.org/en/agencies/carrefour-des-femmes-danjou/,Carrefour des femmes d'Anjou,Women,Anjou,"$74,700 ",1998,"Improve the quality of life for women in the Anjou district and surrounding areas by bringing them out of their isolation and building their economic, social and emotional autonomy.","Welcoming, listening and referral, drop-in centre, collective kitchens, thematic workshops, self-help groups, coffee klatches, leisure activities, prevention activities (mental and physical health, women�۪s rights, personal growth, social and collective action) and continuing education.",Jeanne-Fran̤oise Nsanganiyumukama,"8664, avenue Chaumont",Anjou QC,H1K 1N5,,Tel : 514 351-7974,Fax : 514 351-7115,cfanjou@cfanjou.ca,mailto:cfanjou@cfanjou.ca,,
http://www.centraide-mtl.org/en/agencies/carrefour-familial-du-richelieu/,Carrefour Familial du Richelieu,Families,Chambly,"$115,798 ",1998,"Enhance parenting skills, reduce the isolation of families, create a network of mutual aid, and empower parents by promoting exchange, sharing and self-awareness as a way to facilitate family life.","Information and referral, thematic workshops related to family concerns, support for parents of adolescents, early childhood stimulation (0-2 years), language stimulation (Imagimo), parent/child workshops (0-5 years), respite drop-in centre, family activities, summer programming.",Guylaine Lapolice,"856, Grand Boulevard",Chambly QC,J3L 1V9,,Tel : 450 447-9969,Fax : 450 447-9719,cfdr@videotron.ca,mailto:cfdr@videotron.ca,http://www.cfdurichelieu.com,http://www.cfdurichelieu.com/
http://www.centraide-mtl.org/en/agencies/carrefour-familial-hochelaga/,Carrefour Familial Hochelaga,Families,Hochelaga-Maisonneuve,"$168,350 ",1982,"Improve the quality of life of families in the Hochelaga-Maisonneuve district by promoting individual, family and collective empowerment.","Information, referral and consultation, luncheon discussions, family camps, family activities, drop-in centre (0-5 years), enhancement of the parental role, temporary shelter for men with family or marital problems with/without children (Maison Oxyg̬ne and Maison Claude Hardy), continuing education (activities for men and young mothers, training, personal development, crafts workshops), support for parents who are resuming their education (��cole hors murs), socioeconomic integration (Ateliers Bons D̩barras).",S̩bastien Beaudet,"1611, avenue d'Orl̩ans",Montr̩al QC,H1W 3R4,,Tel : 514 523-9283,Fax : 514 529-5646,carrefour@carrefourfamilial.com,mailto:carrefour@carrefourfamilial.com,http://www.carrefourfamilial.com,http://www.carrefourfamilial.com/
http://www.centraide-mtl.org/en/agencies/carrefour-familial-les-pitchou/,Carrefour familial Les Pitchou,Families,Pointe-aux-Trembles,"$169,687 ",1993,"Support families with young children up to 12 years of age in eastend Montreal through education, prevention, self-help and enhancement of the parental role.","Parental support, parent-child activities, drop-in respite (day, evening, night), child stimulation workshops, mother-friend mentoring, budget family cooking workshops, preparation for kindergarten, lectures.",Jos̩e Lafreni̬re,"14115, rue Prince-Arthur Est,",Bureau 330,Montr̩al QC,H1A 1A8,Tel : 514 640-6200,Fax : 514 640-0742,info@pitchou.org,mailto:info@pitchou.org,http://www.pitchou.org,http://www.pitchou.org/
http://www.centraide-mtl.org/en/agencies/carrefour-le-moutier/,Carrefour le Moutier,"Listening, help and referral",Le Vieux-Longueuil,"$118,600 ",1976,Prevent distress and facilitate social integration among South Shore residents.,"Listening, information and referral, reception of newly arrived immigrants and help in getting established, training of community workers, distress prevention program (outreach).",Madeleine Lagarde,"99, Place Charles-Lemoyne",��difice Port de Mer Bureau 105,Longueuil QC,J4K 4Y9,Tel : 450 679-7111,Fax : 450 679-5562,info@carrefourmoutier.org,mailto:info@carrefourmoutier.org,http://www.carrefourmoutier.org,http://www.carrefourmoutier.org/
http://www.centraide-mtl.org/en/agencies/carrefour-parenfants/,Carrefour Parenfants,Families,Hochelaga-Maisonneuve,"$63,700 ",1999,Promote the well-being of families experiencing serious problems by focusing on childhood development and supporting parents in their responsibilities and personal development. Break the cycle of poverty and delinquency.,"Parent/baby workshops, early childhood stimulation, individual on-site or at-home counselling, self-esteem and parenting workshops, drop-in centre, educational activities, academic support, cultural and recreational activities, community garden, special events, outings.",Manon Bonin,"4650, rue Ontario Est",Montr̩al QC,H1V 1L2,,Tel : 514 259-6127,Fax : 514 259-6307,info@carrefourparenfants.org,mailto:info@carrefourparenfants.org,http://www.carrefourparenfants.org/,http://www.carrefourparenfants.org/
http://www.centraide-mtl.org/en/agencies/carrefour-populaire-de-saint-michel/,Carrefour populaire de Saint-Michel,Neighbourhood life,Saint-Michel,"$115,400 ",1975,"Improve the quality of life and promote the individual empowerment of adults and families in Saint-Michel and the surrounding area, especially low income families and people living with mental health problems.","Food assistance, collective meals, collective kitchens, group purchases, parent/child food workshops, mental health recovery group, continuing education, caf̩s, talks, volunteer involvement.",Simon Ambeault,"2651, boul. Cr̩mazie Est",Montr̩al QC,H1Z 2H6,,Tel : 514 722-1211,Fax : 514 722-1701,direction@carrefourpopulaire.org,mailto:direction@carrefourpopulaire.org,http://www.carrefourpopulaire.org,http://www.carrefourpopulaire.org/
http://www.centraide-mtl.org/en/agencies/ccse-maisonneuve/,CCSE Maisonneuve,Neighbourhood life,Hochelaga-Maisonneuve,"$166,730 ",1978,"Create a healthy environment for disadvantaged people of all ages who live in the Maisonneuve area and promote their individual empowerment by offering community, cultural, sports and outdoor leisure activities.","Theatre caf̩, youth activities (ages 2-12 and 12-17), activities for young adults (Caserne 18-30), workshops for adults, ���50 plus�۝ group, job readiness, special events, family camp.",St̩phane Vincent,"4375, rue Ontario Est",Montr̩al QC,H1V 1K5,,Tel : 438 384-3332,Fax : 514 252-8096,ccse@ccse.ca,mailto:ccse@ccse.ca,http://www.ccse.ca,http://www.ccse.ca/
http://www.centraide-mtl.org/en/agencies/conseil-communautaire-solidarites-villeray/,CDC Solidarit̩s Villeray,Neighbourhood life,Villeray,"$51,620 ",1997,"Neighbourhood Round Tables improve living conditions and the quality of life for local residents by addressing issues such as health, education, urban planning, the environment, safety, and social and community life. They bring together local social stakeholders, coordinate the establishment of various projects, and support the community agencies with their intervention strategies.",Centraide of Greater Montreal supports more than 35 Neighbourhood Round Tables.,St̩phane Th̩̫ret,".; 660, rue Villeray",Montr̩al QC,H2R 1J1,,Tel : 514 279-0117,Fax : 514 279-0120,ccsv@solidaritesvilleray.org,mailto:ccsv@solidaritesvilleray.org,http://www.solidaritesvilleray.org/,http://www.solidaritesvilleray.org/
http://www.centraide-mtl.org/en/agencies/conseil-communautaire-solidarites-villeray-projet-villeray-dans-lest/,CDC Solidarit̩s Villeray - Villeray dans l'Est,Neighbourhood life,Villeray,"$49,000 ",2013,Give Villeray agencies a place where they can offer services to residents from the neighbourhood's east sector.,"Welcome, information and referral, listening, services for families and immigrants, citizen involvement, community and individual skill building.",St̩phane Th̩̫ret,"660, rue Villeray",Montr̩al QC,H2R 1J1,,Tel : 514 279-0117,Fax : 514 279-0120,ccsv@solidaritesvilleray.org,mailto:ccsv@solidaritesvilleray.org,,
http://www.centraide-mtl.org/en/agencies/centre-communautaire-bon-courage-de-place-benoit/,Centre communautaire Bon Courage de Place Benǫt,Neighbourhood life,Saint-Laurent,"$100,000 ",1998,"Animate the community, encourage the empowerment of vulnerable individuals and groups, promote social, cultural and educational activities, services and programs, encourage cooperation.","Homework assistance, day camps, social clubs, collective kitchens and gardens, respite centres, parent-child workshops, food distribution, community lunches, emergency food assistance, buying groups, support for seniors, thematic coffee klatches, computer workshops, assistance in filling out tax forms, socio-cultural activities.",Mame Moussa Sy,"155, Carr̩ Benǫt, bureau 02",Saint-Laurent QC,H4N 2H4,,Tel : 514 744-0897,Fax : 514 744-6205,infos@centreboncourage.org,mailto:infos@centreboncourage.org,http://www.centreboncourage.org,http://www.centreboncourage.org/
http://www.centraide-mtl.org/en/agencies/centre-communautaire-dawson-un-plant-de-tomate-a-la-fois/,Centre communautaire Dawson - Un plant de tomate �� la fois,Food security,Verdun,"$20,000 ",2012,Coordinate and harmonize the activities and services of the various collective gardens in the Desmarchais-Crawford borough of Verdun.,"Information, education on safety and healthy eating habits, urban gardening, awareness of respect for the environment.",Pietro Bozzo,"666, avenue Woodland",Montr̩al QC,H4H 1V8,,Tel : 514 767-9967,Fax : 514 767-7336,info-registration@centredawson.ca,mailto:info-registration@centredawson.ca,http://dawson.bgccan.com,http://dawson.bgccan.com/
http://www.centraide-mtl.org/en/agencies/centre-communautaire-de-loisir-de-la-cote-des-neiges/,Centre communautaire de loisir de la C̫te-des-Neiges,Neighbourhood life,C̫te-des-Neiges,"$232,500 ",1981,"Improve the quality of life of C̫te-des-Neiges residents���especially immigrants, single-parent families and low-income families���by bringing them out of their isolation and promoting their independence, social integration, and individual and collective empowerment through educational, training and recreational activities.","Sports, educational and cultural activities for different age groups (children, adolescents, young adults and adults), family activities, parental respite, early childhood stimulation, homework assistance, day camps, youth committee, adult French classes, group outings, volunteer involvement.",Denise Beaulieu,"5347, chemin de la C̫te-des-Neiges",Montreal QC,H3T 1Y4,,Tel : 514 733-1478,Fax : 514 733-7481,secretariat@cclcdn.qc.ca,mailto:secretariat@cclcdn.qc.ca,http://www.cclcdn.qc.ca,http://www.cclcdn.qc.ca/
http://www.centraide-mtl.org/en/agencies/centre-communautaire-des-ainees-et-aines-de-longueuil/,Centre Communautaire des Ąn̩es et Ąn̩s de Longueuil,Seniors,Le Vieux-Longueuil,"$79,400 ",2002,"Offer a place of belonging and mutual aid to seniors in Vieux-Longueuil to break their isolation, help them maintain their independence, and promote their community participation, particularly by encouraging them to help run and manage the agency.","Welcoming and referral, individual interventions, friendship visits, information centre, frontline community worker for vulnerable seniors, social and community meals, volunteer involvement, prevention of senior abuse, mediation, workshops and presentations, prevention of social exclusion.",Annie Proulx,"300, rue Lamarre",Bureau 122,Longueuil QC,J4J 0A1,Tel : 450 677-6677,Fax : 450 677-3410,info@ccaal.com,mailto:info@ccaal.com,http://www.ccaal.com,http://www.ccaal.com/
http://www.centraide-mtl.org/en/agencies/centre-communautaire-le-rendez-vous-des-aineses-laval/,Centre communautaire Le Rendez-vous des ąn̩s(es) (Laval),Seniors,Laval-des-Rapides,"$73,100 ",1988,"Help seniors in several districts of Laval (including Laval-des-Rapides, Pont-Viau, Chomedey and Duvernay) to break out of their isolation, develop mutual-aid networks, get involved and build their self-reliance, while enhancing their living environment.","Intergenerational activities, clothing store, volunteer involvement.",Lucie Gingras,"10, rue Proulx Ouest",Laval QC,H7N 1N3,,Tel : 450 667-8836,Fax : 450 667-5810,info@ccrva.org,mailto:info@ccrva.org,http://www.ccrva.org,http://www.ccrva.org/
http://www.centraide-mtl.org/en/agencies/centre-communautaire-radisson/,Centre communautaire Radisson,Persons with disabilities,Mercier-Ouest,"$98,000 ",1998,"Create a positive environment for adults with a physical disability who require support services, especially those living in an institution, by promoting individual and collective expression, self-help and volunteering.","Support, group activities, outings, summer camp, volunteer involvement, intercultural education, library, educational, socio-cultural and recreational activities.",Jo-Ann Arvey,"3800, rue Radisson",Bureau 105,Montr̩al QC,H1M 1X6,Tel : 514 252-1671,Fax : 514 252-1291,jo-annarveyccr@videotron.ca,mailto:jo-annarveyccr@videotron.ca,http://www.centreradisson.org,http://www.centreradisson.org/
http://www.centraide-mtl.org/en/agencies/centre-communautaire-val-martin/,Centre communautaire Val-Martin,Neighbourhood life,Chomedey,"$189,100 ",1996,"Improve the quality of life for families and youth residing in and around Chomedey East by offering spaces, services and community activities that promote skills development, empowerment, self-reliance and mutual aid.","Drop-in centre, early childhood stimulation and intervention for children aged 0-5 years, parenting skills development, family centre and youth centre, activities for 11-17 year olds, school dropout prevention, individual, social and occupational development activities for youth aged 16-30, mutual aid counter, community newsletter, neighbourhood activities.",Manon Rousseau,"828, 79e Avenue",Laval QC,H7V 3J1,,Tel : 450 973-8787,Fax : 450 973-8414,ccvm@videotron.ca,mailto:ccvm@videotron.ca,http://www.ccvm.org,http://www.ccvm.org/
http://www.centraide-mtl.org/en/agencies/centre-daction-benevole-de-boucherville/,Centre d'action b̩n̩vole de Boucherville,Volunteer work,Boucherville,"$83,300 ",1984,"Volunteer action centres promote volunteering and recruit, train and coordinate volunteers in their respective territories.",Centraide of Greater Montreal supports 17 agencies and points of service that promote volunteering.,Christine Sparrow,"that promote volunteering.; 20, rue Pierre-Boucher",Boucherville QC,J4B 5A4,,Tel : 450 655-9081,Fax : 450 655-1665,info@cabboucherville.ca,mailto:info@cabboucherville.ca,http://www.cabboucherville.ca,http://www.cabboucherville.ca/
http://www.centraide-mtl.org/en/agencies/centre-daction-benevole-de-saint-hubert/,Centre d'action b̩n̩vole de Saint-Hubert,Volunteer work,Saint-Hubert,"$70,000 ",1975,"Volunteer action centres promote volunteering and recruit, train and coordinate volunteers in their respective territories.",Centraide of Greater Montreal supports 17 agencies and points of service that promote volunteering.,Patrick Thibert,"that promote volunteering.; 3339, boul. Grande-All̩e",Saint-Hubert QC,J4T 2S9,,Tel : 450 656-9110,Fax : 450 656-9115,cab-saint-hubert@videotron.ca,mailto:cab-saint-hubert@videotron.ca,http://www.devenezbenevole.org,http://www.devenezbenevole.org/
http://www.centraide-mtl.org/en/agencies/centre-daction-benevole-diberville-et-de-la-region/,Centre d'action b̩n̩vole d'Iberville et de la r̩gion,Volunteer work,Iberville,"$70,225 ",1974,"Volunteer action centres promote volunteering and recruit, train and coordinate volunteers in their respective territories.",Centraide of Greater Montreal supports 17 agencies and points of service that promote volunteering.,��lizabeth Boucher,"that promote volunteering.; 290, avenue des Conseillers",Saint-Jean-sur-Richelieu QC,J2X 1Z8,,Tel : 450 347-1172,Fax : 450 347-3572,info@cabiberville.org,mailto:info@cabiberville.org,http://cabiberville.org,http://cabiberville.org/
http://www.centraide-mtl.org/en/agencies/centre-daction-benevole-et-communautaire-saint-laurent/,Centre d'action b̩n̩vole et communautaire Saint-Laurent,Volunteer work,Saint-Laurent,"$99,705 ",1984,"Volunteer action centres promote volunteering and recruit, train and coordinate volunteers in their respective territories.",Centraide of Greater Montreal supports 17 agencies and points of service that promote volunteering.,Henriette Kont̩,"that promote volunteering.; 910, avenue Sainte-Croix",Saint-Laurent QC,H4L 3Y6,,Tel : 514 744-5511,Fax : 514 744-1206,henriette.konte@qc.aira.com,mailto:henriette.konte@qc.aira.com,http://www.centreabc.org,http://www.centreabc.org/
